path,label,width,height,aspect_ratio,group_id,split
D:\DS107-ImageDetector\01-data\cleaned\real\img_00193_0oTcpv-21UE.png,real,1280,848,1.509,img_00193_0oTcpv-21UE,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00193_LfssD84VV0w.png,real,1280,853,1.501,img_00193_LfssD84VV0w,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00194_BYfP26Hi_wg.png,real,1280,853,1.501,img_00194_BYfP26Hi_wg,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00194_xkjiKJZ8tlM.png,real,1280,853,1.501,img_00194_xkjiKJZ8tlM,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00195_KiFhdqLD_p4.png,real,1067,1600,0.667,img_00195_KiFhdqLD_p4,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00195_Z0aBm6359Oo.png,real,1280,853,1.501,img_00195_Z0aBm6359Oo,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00196_rfwcRCECbmE.png,real,1280,853,1.501,img_00196_rfwcRCECbmE,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00197_aykYJlKdjxA.png,real,1280,853,1.501,img_00197_aykYJlKdjxA,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00197_iUf0pcWE2sU.png,real,1200,1600,0.75,img_00197_iUf0pcWE2sU,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00197_x3Boc7K6wfE.png,real,1280,852,1.502,img_00197_x3Boc7K6wfE,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00198_HG171hozmx4.png,real,1280,1600,0.8,img_00198_HG171hozmx4,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00198_shN3PC7hFL8.png,real,1059,1600,0.662,img_00198_shN3PC7hFL8,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00199_LckNDW-0em0.png,real,1067,1600,0.667,img_00199_LckNDW-0em0,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00199_PYiGgh5d5zM.png,real,1280,850,1.506,img_00199_PYiGgh5d5zM,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00200_QsZC3Iy47_U.png,real,1061,1600,0.663,img_00200_QsZC3Iy47_U,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00201_CQpENcZXVww.png,real,1067,1600,0.667,img_00201_CQpENcZXVww,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00201_kJZwwHwC0D4.png,real,1280,1420,0.901,img_00201_kJZwwHwC0D4,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00201_WoCLtIYUq8M.png,real,1280,729,1.756,img_00201_WoCLtIYUq8M,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00202_qEop6JSGmFE.png,real,1067,1600,0.667,img_00202_qEop6JSGmFE,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00203_DF1_kMR4qxY.png,real,1067,1600,0.667,img_00203_DF1_kMR4qxY,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00203_VjR0FxWhDWo.png,real,1280,816,1.569,img_00203_VjR0FxWhDWo,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00204_0-o2iTtfZ6Q.png,real,1067,1600,0.667,img_00204_0-o2iTtfZ6Q,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00204_fSXWUEGIThY.png,real,1067,1600,0.667,img_00204_fSXWUEGIThY,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00205_jr55FBaQlqQ.png,real,1280,1600,0.8,img_00205_jr55FBaQlqQ,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00205_MQvd1dmQ9PY.png,real,1067,1600,0.667,img_00205_MQvd1dmQ9PY,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00206_UgKeJ5-pSrQ.png,real,1280,960,1.333,img_00206_UgKeJ5-pSrQ,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00207_94kozXLLAHA.png,real,1280,853,1.501,img_00207_94kozXLLAHA,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00207_OoX7bsJH1NU.png,real,1067,1600,0.667,img_00207_OoX7bsJH1NU,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00208_a75v8dytlpE.png,real,1280,853,1.501,img_00208_a75v8dytlpE,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00208_yMm1kczV4PI.png,real,1067,1600,0.667,img_00208_yMm1kczV4PI,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00209_FkqLj6m9D6s.png,real,1200,1600,0.75,img_00209_FkqLj6m9D6s,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00209_i1q-bZZPbSA.png,real,1067,1600,0.667,img_00209_i1q-bZZPbSA,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00209_olbtFwKicBU.png,real,1067,1600,0.667,img_00209_olbtFwKicBU,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00209_wifbhbULhEY.png,real,1067,1600,0.667,img_00209_wifbhbULhEY,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00210_tPR-cyZvSbg.png,real,1280,853,1.501,img_00210_tPR-cyZvSbg,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00210_ygK0bjdvXyI.png,real,1058,1600,0.661,img_00210_ygK0bjdvXyI,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00211_B3FtLIDQI-0.png,real,1280,846,1.513,img_00211_B3FtLIDQI-0,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00211_LZo6i_lTSbw.png,real,1280,720,1.778,img_00211_LZo6i_lTSbw,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00212_CLcc7kME39c.png,real,1280,849,1.508,img_00212_CLcc7kME39c,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00212_crD26kxPNeQ.png,real,1280,853,1.501,img_00212_crD26kxPNeQ,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00213_TdLwuWdiyYk.png,real,1280,879,1.456,img_00213_TdLwuWdiyYk,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00213_xOd4_Xxkek0.png,real,1067,1600,0.667,img_00213_xOd4_Xxkek0,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00214_1N5n-n70wO8.png,real,1067,1600,0.667,img_00214_1N5n-n70wO8,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00214_sbpOSr14VCY.png,real,1280,720,1.778,img_00214_sbpOSr14VCY,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00215_dYtFsC7OldA.png,real,1280,960,1.333,img_00215_dYtFsC7OldA,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00215_j7Bz085EFWw.png,real,1280,853,1.501,img_00215_j7Bz085EFWw,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00216_ejtp2LdU2iY.png,real,1280,852,1.502,img_00216_ejtp2LdU2iY,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00217_Ka1pxwL7umU.png,real,1067,1600,0.667,img_00217_Ka1pxwL7umU,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00217_PGrOO9yzKUA.png,real,1067,1600,0.667,img_00217_PGrOO9yzKUA,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00218_czFwSUkx8mA.png,real,1280,853,1.501,img_00218_czFwSUkx8mA,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00218_nOdgqLXMfJ4.png,real,1280,720,1.778,img_00218_nOdgqLXMfJ4,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00219_E2eSxMid1fM.png,real,1067,1600,0.667,img_00219_E2eSxMid1fM,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00219_L1Qop8nWGmk.png,real,1059,1600,0.662,img_00219_L1Qop8nWGmk,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00219_X9OPJc4qyzM.png,real,1280,960,1.333,img_00219_X9OPJc4qyzM,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00219_Yezy7kX6550.png,real,1280,852,1.502,img_00219_Yezy7kX6550,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00220_eeXQX5-xkj8.png,real,1067,1600,0.667,img_00220_eeXQX5-xkj8,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00220_zJLOt8x-baM.png,real,1280,852,1.502,img_00220_zJLOt8x-baM,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00221_UB0QiVPsXgc.png,real,1280,853,1.501,img_00221_UB0QiVPsXgc,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00221_xKI5vW_UAko.png,real,1067,1600,0.667,img_00221_xKI5vW_UAko,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00223_6M51naGkiQU.png,real,1280,852,1.502,img_00223_6M51naGkiQU,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00223_h0ACFHTLWyk.png,real,1280,1001,1.279,img_00223_h0ACFHTLWyk,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00224_4COni8DJmfo.png,real,1280,718,1.783,img_00224_4COni8DJmfo,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00224_jo2VD3MvcrI.png,real,1280,852,1.502,img_00224_jo2VD3MvcrI,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00225_b8K0ToZStzg.png,real,1280,848,1.509,img_00225_b8K0ToZStzg,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00225_CF8Uk1CNWXg.png,real,1067,1600,0.667,img_00225_CF8Uk1CNWXg,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00225_Crblcii1ylA.png,real,1280,853,1.501,img_00225_Crblcii1ylA,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00226_f5hGvApcwUQ.png,real,1280,852,1.502,img_00226_f5hGvApcwUQ,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00228_kqbYCiJJb4c.png,real,1067,1600,0.667,img_00228_kqbYCiJJb4c,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00228_leLmi6TH-0g.png,real,1280,853,1.501,img_00228_leLmi6TH-0g,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00228_Vv6LufbXk00.png,real,1155,1600,0.722,img_00228_Vv6LufbXk00,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00229_3SbYFLWjE8o.png,real,1067,1600,0.667,img_00229_3SbYFLWjE8o,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00229_lHUBowVURwI.png,real,1280,853,1.501,img_00229_lHUBowVURwI,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00230_NvLRWEeFtu8.png,real,1280,859,1.49,img_00230_NvLRWEeFtu8,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00230_RKuPm0QuP48.png,real,1280,851,1.504,img_00230_RKuPm0QuP48,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00230__yYy9lPu2tY.png,real,1280,853,1.501,img_00230__yYy9lPu2tY,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00231_jPSNYgjsKkg.png,real,1067,1600,0.667,img_00231_jPSNYgjsKkg,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00231_Mijo12FlioE.png,real,1067,1600,0.667,img_00231_Mijo12FlioE,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00232_GjOGulSF9Z0.png,real,1280,853,1.501,img_00232_GjOGulSF9Z0,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00232_SvOYwtjntSw.png,real,1067,1600,0.667,img_00232_SvOYwtjntSw,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00232_vsOq47TMDjk.png,real,1280,853,1.501,img_00232_vsOq47TMDjk,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00232_VzncKPaY05I.png,real,1280,853,1.501,img_00232_VzncKPaY05I,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00233_Ibd3nplNM-E.png,real,1067,1600,0.667,img_00233_Ibd3nplNM-E,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00233_lK9Iblr1L4U.png,real,1280,853,1.501,img_00233_lK9Iblr1L4U,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00233_wB8UtM9SHsg.png,real,1067,1600,0.667,img_00233_wB8UtM9SHsg,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00234_5sMcpfr1Y20.png,real,1280,854,1.499,img_00234_5sMcpfr1Y20,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00235_4-rZIjmVtZ4.png,real,1067,1600,0.667,img_00235_4-rZIjmVtZ4,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00235_j6Upb8fE48s.png,real,1280,700,1.829,img_00235_j6Upb8fE48s,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00235__q4UOMaIggU.png,real,1013,1600,0.633,img_00235__q4UOMaIggU,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00236_ibwPI1l2RRU.png,real,1067,1600,0.667,img_00236_ibwPI1l2RRU,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00236_Vjg3YUr09vI.png,real,1067,1600,0.667,img_00236_Vjg3YUr09vI,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00236_VJgLGUWF2ag.png,real,1067,1600,0.667,img_00236_VJgLGUWF2ag,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00237_c7s8xwaql7w.png,real,1067,1600,0.667,img_00237_c7s8xwaql7w,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00237_eNfk6xS2dQM.png,real,1067,1600,0.667,img_00237_eNfk6xS2dQM,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00237_nOG5RGMmEKk.png,real,1067,1600,0.667,img_00237_nOG5RGMmEKk,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00238_Wut1lHNKZ5M.png,real,1067,1600,0.667,img_00238_Wut1lHNKZ5M,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00239_rcHHKG01IPY.png,real,1280,853,1.501,img_00239_rcHHKG01IPY,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00239_Y-Ez0Qy7V-A.png,real,1067,1600,0.667,img_00239_Y-Ez0Qy7V-A,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00240_IO8g5W34k64.png,real,1067,1600,0.667,img_00240_IO8g5W34k64,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00240_kTjH9K98GS0.png,real,1067,1600,0.667,img_00240_kTjH9K98GS0,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00240_MIgCWUG96Ts.png,real,1067,1600,0.667,img_00240_MIgCWUG96Ts,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00240_pTcexK1TB98.png,real,899,1600,0.562,img_00240_pTcexK1TB98,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00241_CDCQNK3auqw.png,real,1067,1600,0.667,img_00241_CDCQNK3auqw,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00241_vjlyUQvgjfA.png,real,1280,848,1.509,img_00241_vjlyUQvgjfA,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00242_JgyL_UpzNas.png,real,1280,853,1.501,img_00242_JgyL_UpzNas,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00243_-8Y5HtuJ5hU.png,real,1067,1600,0.667,img_00243_-8Y5HtuJ5hU,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00243_A9Gjtdt6MGI.png,real,1280,853,1.501,img_00243_A9Gjtdt6MGI,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00243_kYRc8X-MHHo.png,real,1067,1600,0.667,img_00243_kYRc8X-MHHo,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00243_U1Ixm2MJYUk.png,real,1068,1600,0.667,img_00243_U1Ixm2MJYUk,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00244_VyM9DubNr3M.png,real,1067,1600,0.667,img_00244_VyM9DubNr3M,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00245_e1dYy_k8vNI.png,real,1280,853,1.501,img_00245_e1dYy_k8vNI,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00245_iXYD_ED94Gk.png,real,1280,1224,1.046,img_00245_iXYD_ED94Gk,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00245_UnUiZS5wyFQ.png,real,1067,1600,0.667,img_00245_UnUiZS5wyFQ,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00245__UQyFIzbmW4.png,real,1067,1600,0.667,img_00245__UQyFIzbmW4,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00246_gHt7oCfPDfc.png,real,1280,599,2.137,img_00246_gHt7oCfPDfc,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00246_smv9xho-dnE.png,real,1064,1600,0.665,img_00246_smv9xho-dnE,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00247_4natvriAwoY.png,real,1067,1600,0.667,img_00247_4natvriAwoY,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00247_lzAeyyeTdIk.png,real,1280,853,1.501,img_00247_lzAeyyeTdIk,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00248_SeZO-5KcqIg.png,real,1280,787,1.626,img_00248_SeZO-5KcqIg,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00248__KW74Yat8HY.png,real,1280,960,1.333,img_00248__KW74Yat8HY,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00249_5lbRMUUCJME.png,real,1280,853,1.501,img_00249_5lbRMUUCJME,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00249_Ub0R84Cf0MI.png,real,1067,1600,0.667,img_00249_Ub0R84Cf0MI,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00250_aTRMSKcuQGo.png,real,1280,853,1.501,img_00250_aTRMSKcuQGo,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00250_B3Zq_3cu0Ug.png,real,1200,1600,0.75,img_00250_B3Zq_3cu0Ug,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00250_UVIpJ8a8-BQ.png,real,1280,853,1.501,img_00250_UVIpJ8a8-BQ,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00251_CjKfJZFRjcU.png,real,1120,1600,0.7,img_00251_CjKfJZFRjcU,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00251_e8mxfGwDuHg.png,real,1067,1600,0.667,img_00251_e8mxfGwDuHg,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00251_l8rnL-SHLuo.png,real,1280,853,1.501,img_00251_l8rnL-SHLuo,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00251_mWcxMz07CCg.png,real,1067,1600,0.667,img_00251_mWcxMz07CCg,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00252_77WwzuYQUnM.png,real,1201,1600,0.751,img_00252_77WwzuYQUnM,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00252_YWV3vYod8d4.png,real,1067,1600,0.667,img_00252_YWV3vYod8d4,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00253_qTel7k0zDzU.png,real,1280,720,1.778,img_00253_qTel7k0zDzU,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00254_8a03Qmq9ZLE.png,real,1280,718,1.783,img_00254_8a03Qmq9ZLE,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00254_VJYK24GEW3c.png,real,1067,1600,0.667,img_00254_VJYK24GEW3c,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00255_-DK8xQ74plc.png,real,1280,981,1.305,img_00255_-DK8xQ74plc,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00255_sjM2VQQo5Zo.png,real,1067,1600,0.667,img_00255_sjM2VQQo5Zo,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00256_Ndb6JZR3x9I.png,real,1067,1600,0.667,img_00256_Ndb6JZR3x9I,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00256_Rgn53YMN8t8.png,real,1280,853,1.501,img_00256_Rgn53YMN8t8,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00257_vXuXmkws5mY.png,real,1067,1600,0.667,img_00257_vXuXmkws5mY,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00258_hrg29Oh6F18.png,real,1067,1600,0.667,img_00258_hrg29Oh6F18,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00258_S8RZh7xgJdw.png,real,1200,1600,0.75,img_00258_S8RZh7xgJdw,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00258_WyG8L7XLKiY.png,real,1067,1600,0.667,img_00258_WyG8L7XLKiY,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00259_t19xsSp9wng.png,real,1067,1600,0.667,img_00259_t19xsSp9wng,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00259__RKRg5VqvRo.png,real,1280,854,1.499,img_00259__RKRg5VqvRo,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00260_ArG6I3Hu8t4.png,real,1067,1600,0.667,img_00260_ArG6I3Hu8t4,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00260_CH8oxjvQdeo.png,real,1280,853,1.501,img_00260_CH8oxjvQdeo,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00260_WcbYeYnzzBE.png,real,1067,1600,0.667,img_00260_WcbYeYnzzBE,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00261_FayrI4GrvY8.png,real,1280,851,1.504,img_00261_FayrI4GrvY8,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00261_fYPyfVwZaQE.png,real,1067,1600,0.667,img_00261_fYPyfVwZaQE,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00261_otxENa0t--E.png,real,1280,853,1.501,img_00261_otxENa0t--E,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00261_Poi3iUM0scU.png,real,1067,1600,0.667,img_00261_Poi3iUM0scU,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00263_3LMdxIy3Jqs.png,real,1280,853,1.501,img_00263_3LMdxIy3Jqs,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00263_D4gTA7MFv7g.png,real,1280,853,1.501,img_00263_D4gTA7MFv7g,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00263_Jd4mS_yyoSM.png,real,1280,853,1.501,img_00263_Jd4mS_yyoSM,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00264_orBDU6KYHIA.png,real,1280,855,1.497,img_00264_orBDU6KYHIA,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00265_3zYphhYXl6k.png,real,1280,1004,1.275,img_00265_3zYphhYXl6k,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00265_cE-RkQZfJ1g.png,real,1067,1600,0.667,img_00265_cE-RkQZfJ1g,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00266_cAycVqMZU34.png,real,1067,1600,0.667,img_00266_cAycVqMZU34,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00266_i0cXQCHRz1k.png,real,1067,1600,0.667,img_00266_i0cXQCHRz1k,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00266_LshDVOuhSDo.png,real,1280,853,1.501,img_00266_LshDVOuhSDo,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00266_X-YLxYDrbiI.png,real,1280,858,1.492,img_00266_X-YLxYDrbiI,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00267_eA0m0VO0hj8.png,real,1280,851,1.504,img_00267_eA0m0VO0hj8,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00267_GwX_mVcHPt4.png,real,1067,1600,0.667,img_00267_GwX_mVcHPt4,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00267_y_cD29V4198.png,real,1280,854,1.499,img_00267_y_cD29V4198,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00268_KZGxDSLSNbU.png,real,1280,1140,1.123,img_00268_KZGxDSLSNbU,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00268_RYwK0-Ydc8Y.png,real,1067,1600,0.667,img_00268_RYwK0-Ydc8Y,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00269_071jcdYbmz4.png,real,1280,853,1.501,img_00269_071jcdYbmz4,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00269_NUTVotH7Hcw.png,real,1181,1600,0.738,img_00269_NUTVotH7Hcw,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00270_RGvBZd6xZC4.png,real,1200,1600,0.75,img_00270_RGvBZd6xZC4,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00270_uN8mxwmfRGc.png,real,1280,853,1.501,img_00270_uN8mxwmfRGc,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00271_1Gvcd5muK4Q.png,real,1067,1600,0.667,img_00271_1Gvcd5muK4Q,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00271_XS_BT79Q28g.png,real,1067,1600,0.667,img_00271_XS_BT79Q28g,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00272_-syB3MdXH3s.png,real,1280,848,1.509,img_00272_-syB3MdXH3s,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00272_98g7OAwlWy0.png,real,1280,853,1.501,img_00272_98g7OAwlWy0,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00272_bF6h9xKZfds.png,real,1067,1600,0.667,img_00272_bF6h9xKZfds,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00273_1GBHykBzuYs.png,real,1067,1600,0.667,img_00273_1GBHykBzuYs,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00273_F7DN_3w7VOE.png,real,1067,1600,0.667,img_00273_F7DN_3w7VOE,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00273_QuH1xwEhJas.png,real,1067,1600,0.667,img_00273_QuH1xwEhJas,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00275_SviaqfIkGVQ.png,real,1280,854,1.499,img_00275_SviaqfIkGVQ,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00275_W6RGULLMoNU.png,real,1067,1600,0.667,img_00275_W6RGULLMoNU,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00276_4A2zIMqwG2A.png,real,1067,1600,0.667,img_00276_4A2zIMqwG2A,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00276_Pk-Xw-Jt-F4.png,real,1280,853,1.501,img_00276_Pk-Xw-Jt-F4,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00277_dy9ZDFCB1Zc.png,real,1280,853,1.501,img_00277_dy9ZDFCB1Zc,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00277_GFeIKOJNPJY.png,real,1280,767,1.669,img_00277_GFeIKOJNPJY,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00278_20IFu8RLgPU.png,real,1280,720,1.778,img_00278_20IFu8RLgPU,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00278_4QlsuKI47Y0.png,real,900,1600,0.562,img_00278_4QlsuKI47Y0,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00278_V5_i9FnFFfw.png,real,1067,1600,0.667,img_00278_V5_i9FnFFfw,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00278_VL61z5a89Z0.png,real,1067,1600,0.667,img_00278_VL61z5a89Z0,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00279_BY89M3U27fQ.png,real,1280,853,1.501,img_00279_BY89M3U27fQ,train
D:\DS107-ImageDetector\01-data\cleaned\real\img_00279_QEr_CphaxtE.png,real,1067,1600,0.667,img_00279_QEr_CphaxtE,train
