path,label,width,height,aspect_ratio,group_id,split
D:\DS107-ImageDetector\Data\cleaned\real\img_00225_Crblcii1ylA.png,real,1280,853,1.501,img_00225_Crblcii1ylA,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00228_kqbYCiJJb4c.png,real,1067,1600,0.667,img_00228_kqbYCiJJb4c,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00228_Vv6LufbXk00.png,real,1155,1600,0.722,img_00228_Vv6LufbXk00,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00229_3SbYFLWjE8o.png,real,1067,1600,0.667,img_00229_3SbYFLWjE8o,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00229_fhg7cdsfDOE.png,real,1130,1600,0.706,img_00229_fhg7cdsfDOE,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00229_lHUBowVURwI.png,real,1280,853,1.501,img_00229_lHUBowVURwI,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00230_NvLRWEeFtu8.png,real,1280,859,1.49,img_00230_NvLRWEeFtu8,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00230_RKuPm0QuP48.png,real,1280,851,1.504,img_00230_RKuPm0QuP48,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00230__yYy9lPu2tY.png,real,1280,853,1.501,img_00230__yYy9lPu2tY,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00231_jPSNYgjsKkg.png,real,1067,1600,0.667,img_00231_jPSNYgjsKkg,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00232_GjOGulSF9Z0.png,real,1280,853,1.501,img_00232_GjOGulSF9Z0,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00233_Ibd3nplNM-E.png,real,1067,1600,0.667,img_00233_Ibd3nplNM-E,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00233_wB8UtM9SHsg.png,real,1067,1600,0.667,img_00233_wB8UtM9SHsg,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00234_5sMcpfr1Y20.png,real,1280,854,1.499,img_00234_5sMcpfr1Y20,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00234_xIZiDEg71Jk.png,real,1280,853,1.501,img_00234_xIZiDEg71Jk,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00235_4-rZIjmVtZ4.png,real,1067,1600,0.667,img_00235_4-rZIjmVtZ4,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00235_j6Upb8fE48s.png,real,1280,700,1.829,img_00235_j6Upb8fE48s,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00235_LHJ56KBat5o.png,real,1280,1600,0.8,img_00235_LHJ56KBat5o,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00235__q4UOMaIggU.png,real,1013,1600,0.633,img_00235__q4UOMaIggU,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00236_dq03aws4SmY.png,real,1280,853,1.501,img_00236_dq03aws4SmY,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00236_ibwPI1l2RRU.png,real,1067,1600,0.667,img_00236_ibwPI1l2RRU,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00236_Vjg3YUr09vI.png,real,1067,1600,0.667,img_00236_Vjg3YUr09vI,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00236_VJgLGUWF2ag.png,real,1067,1600,0.667,img_00236_VJgLGUWF2ag,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00237_eNfk6xS2dQM.png,real,1067,1600,0.667,img_00237_eNfk6xS2dQM,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00237_nOG5RGMmEKk.png,real,1067,1600,0.667,img_00237_nOG5RGMmEKk,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00238_L1ZhjK-R6uc.png,real,1280,850,1.506,img_00238_L1ZhjK-R6uc,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00238_m7bI9Fc7Mek.png,real,1067,1600,0.667,img_00238_m7bI9Fc7Mek,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00238_MpILFS9ihhk.png,real,1280,853,1.501,img_00238_MpILFS9ihhk,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00239_h3sztxmTVxw.png,real,1280,720,1.778,img_00239_h3sztxmTVxw,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00239_zE501H4rC48.png,real,1067,1600,0.667,img_00239_zE501H4rC48,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00240_IO8g5W34k64.png,real,1067,1600,0.667,img_00240_IO8g5W34k64,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00240_pTcexK1TB98.png,real,899,1600,0.562,img_00240_pTcexK1TB98,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00241_SjuEHXEhe_Q.png,real,1117,1600,0.698,img_00241_SjuEHXEhe_Q,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00241_vjlyUQvgjfA.png,real,1280,848,1.509,img_00241_vjlyUQvgjfA,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00242_JgyL_UpzNas.png,real,1280,853,1.501,img_00242_JgyL_UpzNas,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00243_A9Gjtdt6MGI.png,real,1280,853,1.501,img_00243_A9Gjtdt6MGI,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00243_kYRc8X-MHHo.png,real,1067,1600,0.667,img_00243_kYRc8X-MHHo,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00244_OAddPfPrO78.png,real,1280,853,1.501,img_00244_OAddPfPrO78,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00244_VyM9DubNr3M.png,real,1067,1600,0.667,img_00244_VyM9DubNr3M,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00245_e1dYy_k8vNI.png,real,1280,853,1.501,img_00245_e1dYy_k8vNI,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00245__UQyFIzbmW4.png,real,1067,1600,0.667,img_00245__UQyFIzbmW4,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00246_fwG9zndiRSQ.png,real,1067,1600,0.667,img_00246_fwG9zndiRSQ,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00246_gHt7oCfPDfc.png,real,1280,599,2.137,img_00246_gHt7oCfPDfc,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00246_irn3Otkr9TM.png,real,1067,1600,0.667,img_00246_irn3Otkr9TM,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00246_smv9xho-dnE.png,real,1064,1600,0.665,img_00246_smv9xho-dnE,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00247_4natvriAwoY.png,real,1067,1600,0.667,img_00247_4natvriAwoY,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00247_NhsaAc3SyXg.png,real,1280,853,1.501,img_00247_NhsaAc3SyXg,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00248_2baZ2w6UR2Y.png,real,1067,1600,0.667,img_00248_2baZ2w6UR2Y,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00248__KW74Yat8HY.png,real,1280,960,1.333,img_00248__KW74Yat8HY,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00249_Ub0R84Cf0MI.png,real,1067,1600,0.667,img_00249_Ub0R84Cf0MI,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00250_aTRMSKcuQGo.png,real,1280,853,1.501,img_00250_aTRMSKcuQGo,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00250_UVIpJ8a8-BQ.png,real,1280,853,1.501,img_00250_UVIpJ8a8-BQ,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00251_e8mxfGwDuHg.png,real,1067,1600,0.667,img_00251_e8mxfGwDuHg,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00251_mWcxMz07CCg.png,real,1067,1600,0.667,img_00251_mWcxMz07CCg,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00252_Yb2Sb9bdgPk.png,real,1067,1600,0.667,img_00252_Yb2Sb9bdgPk,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00252_YWV3vYod8d4.png,real,1067,1600,0.667,img_00252_YWV3vYod8d4,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00255_sjM2VQQo5Zo.png,real,1067,1600,0.667,img_00255_sjM2VQQo5Zo,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00256_Ndb6JZR3x9I.png,real,1067,1600,0.667,img_00256_Ndb6JZR3x9I,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00256_ygbULTajumg.png,real,1280,851,1.504,img_00256_ygbULTajumg,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00257_vXuXmkws5mY.png,real,1067,1600,0.667,img_00257_vXuXmkws5mY,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00258_hrg29Oh6F18.png,real,1067,1600,0.667,img_00258_hrg29Oh6F18,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00258_S8RZh7xgJdw.png,real,1200,1600,0.75,img_00258_S8RZh7xgJdw,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00258_WyG8L7XLKiY.png,real,1067,1600,0.667,img_00258_WyG8L7XLKiY,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00259_R4gwA-3XjQ8.png,real,1280,853,1.501,img_00259_R4gwA-3XjQ8,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00259_t19xsSp9wng.png,real,1067,1600,0.667,img_00259_t19xsSp9wng,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00259__RKRg5VqvRo.png,real,1280,854,1.499,img_00259__RKRg5VqvRo,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00260_ArG6I3Hu8t4.png,real,1067,1600,0.667,img_00260_ArG6I3Hu8t4,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00260_CH8oxjvQdeo.png,real,1280,853,1.501,img_00260_CH8oxjvQdeo,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00261_fYPyfVwZaQE.png,real,1067,1600,0.667,img_00261_fYPyfVwZaQE,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00261_Poi3iUM0scU.png,real,1067,1600,0.667,img_00261_Poi3iUM0scU,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00262_b3q6luthxNM.png,real,1067,1600,0.667,img_00262_b3q6luthxNM,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00262_XR6jLHYX9iw.png,real,1280,853,1.501,img_00262_XR6jLHYX9iw,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00263_3LMdxIy3Jqs.png,real,1280,853,1.501,img_00263_3LMdxIy3Jqs,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00263_D4gTA7MFv7g.png,real,1280,853,1.501,img_00263_D4gTA7MFv7g,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00263_Jd4mS_yyoSM.png,real,1280,853,1.501,img_00263_Jd4mS_yyoSM,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00264_orBDU6KYHIA.png,real,1280,855,1.497,img_00264_orBDU6KYHIA,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00264_so16OhxXywk.png,real,1067,1600,0.667,img_00264_so16OhxXywk,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00265_3zYphhYXl6k.png,real,1280,1004,1.275,img_00265_3zYphhYXl6k,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00265_cE-RkQZfJ1g.png,real,1067,1600,0.667,img_00265_cE-RkQZfJ1g,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00265_r75dRcA34VQ.png,real,1067,1600,0.667,img_00265_r75dRcA34VQ,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00265_rzQHORLAzyU.png,real,1067,1600,0.667,img_00265_rzQHORLAzyU,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00266_cAycVqMZU34.png,real,1067,1600,0.667,img_00266_cAycVqMZU34,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00266_i0cXQCHRz1k.png,real,1067,1600,0.667,img_00266_i0cXQCHRz1k,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00266_LshDVOuhSDo.png,real,1280,853,1.501,img_00266_LshDVOuhSDo,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00267_c4KF_5EaQHE.png,real,1068,1600,0.667,img_00267_c4KF_5EaQHE,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00267_GwX_mVcHPt4.png,real,1067,1600,0.667,img_00267_GwX_mVcHPt4,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00267_y_cD29V4198.png,real,1280,854,1.499,img_00267_y_cD29V4198,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00268_RYwK0-Ydc8Y.png,real,1067,1600,0.667,img_00268_RYwK0-Ydc8Y,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00269_071jcdYbmz4.png,real,1280,853,1.501,img_00269_071jcdYbmz4,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00270_RGvBZd6xZC4.png,real,1200,1600,0.75,img_00270_RGvBZd6xZC4,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00271_1Gvcd5muK4Q.png,real,1067,1600,0.667,img_00271_1Gvcd5muK4Q,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00271_qeuFJLofpto.png,real,1067,1600,0.667,img_00271_qeuFJLofpto,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00271_rMN5pBO25-s.png,real,1280,854,1.499,img_00271_rMN5pBO25-s,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00271_XS_BT79Q28g.png,real,1067,1600,0.667,img_00271_XS_BT79Q28g,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00272_-syB3MdXH3s.png,real,1280,848,1.509,img_00272_-syB3MdXH3s,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00272_98g7OAwlWy0.png,real,1280,853,1.501,img_00272_98g7OAwlWy0,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00273_1GBHykBzuYs.png,real,1067,1600,0.667,img_00273_1GBHykBzuYs,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00273_F7DN_3w7VOE.png,real,1067,1600,0.667,img_00273_F7DN_3w7VOE,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00273_QuH1xwEhJas.png,real,1067,1600,0.667,img_00273_QuH1xwEhJas,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00274_8EHina34FFA.png,real,1280,853,1.501,img_00274_8EHina34FFA,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00275_uOuaTuLrVOg.png,real,1067,1600,0.667,img_00275_uOuaTuLrVOg,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00276_MmkzC4QE5Mk.png,real,1280,855,1.497,img_00276_MmkzC4QE5Mk,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00277_dy9ZDFCB1Zc.png,real,1280,853,1.501,img_00277_dy9ZDFCB1Zc,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00278_20IFu8RLgPU.png,real,1280,720,1.778,img_00278_20IFu8RLgPU,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00278_4QlsuKI47Y0.png,real,900,1600,0.562,img_00278_4QlsuKI47Y0,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00278_V5_i9FnFFfw.png,real,1067,1600,0.667,img_00278_V5_i9FnFFfw,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00278_VL61z5a89Z0.png,real,1067,1600,0.667,img_00278_VL61z5a89Z0,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00279_Gi0zkknkwpg.png,real,1280,853,1.501,img_00279_Gi0zkknkwpg,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00279_QEr_CphaxtE.png,real,1067,1600,0.667,img_00279_QEr_CphaxtE,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00280_GA8FSXiwalA.png,real,1200,1600,0.75,img_00280_GA8FSXiwalA,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00280_W2e1t9NeZAA.png,real,1280,853,1.501,img_00280_W2e1t9NeZAA,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00281_aRfR70p4Lbs.png,real,1067,1600,0.667,img_00281_aRfR70p4Lbs,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00281_ICeVe7aSHUw.png,real,1280,853,1.501,img_00281_ICeVe7aSHUw,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00283_DvApH-XsWjA.png,real,1280,853,1.501,img_00283_DvApH-XsWjA,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00283_RDzSYsAgxbw.png,real,1067,1600,0.667,img_00283_RDzSYsAgxbw,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00284_ozQi6EanRsA.png,real,1280,853,1.501,img_00284_ozQi6EanRsA,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00285_NVQkYIyrvbQ.png,real,1280,854,1.499,img_00285_NVQkYIyrvbQ,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00286_DcVOmeH9DMQ.png,real,1067,1600,0.667,img_00286_DcVOmeH9DMQ,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00287_4ac5dlUMAME.png,real,1128,564,2.0,img_00287_4ac5dlUMAME,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00287_x6hhoy7TsBk.png,real,1067,1600,0.667,img_00287_x6hhoy7TsBk,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00288_RY9kojvZJb0.png,real,1067,1600,0.667,img_00288_RY9kojvZJb0,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00289_nFiWvHtzK38.png,real,1068,1600,0.667,img_00289_nFiWvHtzK38,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00290_clHjWjAHZGk.png,real,1067,1600,0.667,img_00290_clHjWjAHZGk,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00290_EK--nAm-CYM.png,real,1280,859,1.49,img_00290_EK--nAm-CYM,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00291_b7YNt8hHIhE.png,real,1067,1600,0.667,img_00291_b7YNt8hHIhE,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00291_tDIhKbcQbks.png,real,1280,853,1.501,img_00291_tDIhKbcQbks,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00292_3POO0qu84v8.png,real,1280,848,1.509,img_00292_3POO0qu84v8,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00292_l_T_qXBauO8.png,real,1080,1600,0.675,img_00292_l_T_qXBauO8,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00292_NWmBgAF7co4.png,real,1280,794,1.612,img_00292_NWmBgAF7co4,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00293_gPdxz-kmcCY.png,real,1067,1600,0.667,img_00293_gPdxz-kmcCY,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00293_TkQCwXmWDHU.png,real,1068,1600,0.667,img_00293_TkQCwXmWDHU,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00294_5FezJsPyUDM.png,real,1067,1600,0.667,img_00294_5FezJsPyUDM,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00294_d1eC7lVYAsM.png,real,1200,1600,0.75,img_00294_d1eC7lVYAsM,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00294_OBD62-MyPAQ.png,real,1280,853,1.501,img_00294_OBD62-MyPAQ,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00294_qC-HjL7g6oo.png,real,1280,854,1.499,img_00294_qC-HjL7g6oo,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00295_DiE4cfqsXLY.png,real,1067,1600,0.667,img_00295_DiE4cfqsXLY,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00295_FfYeKZWL_iE.png,real,1280,853,1.501,img_00295_FfYeKZWL_iE,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00296_n3-BZe0Ac-4.png,real,1067,1600,0.667,img_00296_n3-BZe0Ac-4,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00296_TJmAWhHsQlE.png,real,1280,853,1.501,img_00296_TJmAWhHsQlE,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00296_UvduHRM4UMU.png,real,900,1600,0.562,img_00296_UvduHRM4UMU,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00297_9r9Jkcnrf6c.png,real,1280,853,1.501,img_00297_9r9Jkcnrf6c,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00298_gGyLKwED7jk.png,real,1067,1600,0.667,img_00298_gGyLKwED7jk,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00298_MW_E8YSgyP8.png,real,1280,854,1.499,img_00298_MW_E8YSgyP8,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00299_0RIPuccakmM.png,real,1067,1600,0.667,img_00299_0RIPuccakmM,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00299_xhPp1bjzjBQ.png,real,1280,853,1.501,img_00299_xhPp1bjzjBQ,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00300_2w42JGUOuLs.png,real,1062,1600,0.664,img_00300_2w42JGUOuLs,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00300_45Ssvtj13S8.png,real,1067,1600,0.667,img_00300_45Ssvtj13S8,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00300_nsq01i_6Ydo.png,real,1067,1600,0.667,img_00300_nsq01i_6Ydo,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00302_0TAtxE9v5x0.png,real,1280,938,1.365,img_00302_0TAtxE9v5x0,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00303_9jV7GDQwJNE.png,real,1067,1600,0.667,img_00303_9jV7GDQwJNE,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00303_Pvw2MZmAENg.png,real,1091,1600,0.682,img_00303_Pvw2MZmAENg,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00304_Ive4UxL7eXM.png,real,1280,853,1.501,img_00304_Ive4UxL7eXM,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00305_n1leIInTofg.png,real,978,623,1.57,img_00305_n1leIInTofg,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00305_z2RJ8ErJS18.png,real,1013,1600,0.633,img_00305_z2RJ8ErJS18,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00306_j4evR9saxUo.png,real,1280,853,1.501,img_00306_j4evR9saxUo,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00306__sp516KcoDM.png,real,1067,1600,0.667,img_00306__sp516KcoDM,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00307_fixhu0dngTQ.png,real,1200,1600,0.75,img_00307_fixhu0dngTQ,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00307_Ur146PmkG3c.png,real,1067,1600,0.667,img_00307_Ur146PmkG3c,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00307_WLcCZGurxyM.png,real,1068,1600,0.667,img_00307_WLcCZGurxyM,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00307_YIuNRl3gh4I.png,real,1067,1600,0.667,img_00307_YIuNRl3gh4I,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00308_uGlx1TeXb5I.png,real,1280,855,1.497,img_00308_uGlx1TeXb5I,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00309_PR0ifDjFECk.png,real,1280,693,1.847,img_00309_PR0ifDjFECk,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00311_8Si1CKG6tfY.png,real,1067,1600,0.667,img_00311_8Si1CKG6tfY,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00312_dDSH6Fz7_Uk.png,real,1280,680,1.882,img_00312_dDSH6Fz7_Uk,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00312_QznmAC6Txcg.png,real,1067,1600,0.667,img_00312_QznmAC6Txcg,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00312_ug1Fj8zPntI.png,real,1067,1600,0.667,img_00312_ug1Fj8zPntI,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00313_6KyjBQxcsa8.png,real,1067,1600,0.667,img_00313_6KyjBQxcsa8,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00313_q5cBU5eHR6w.png,real,1067,1600,0.667,img_00313_q5cBU5eHR6w,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00313_sQsJ4XoB0uo.png,real,1280,720,1.778,img_00313_sQsJ4XoB0uo,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00314_l6Bi6yeSE4A.png,real,1013,1600,0.633,img_00314_l6Bi6yeSE4A,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00315_LsOwWRrviyY.png,real,1067,1600,0.667,img_00315_LsOwWRrviyY,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00315_o-8NJZsUb8w.png,real,1013,1600,0.633,img_00315_o-8NJZsUb8w,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00315_SG_m4YXjUQw.png,real,1280,853,1.501,img_00315_SG_m4YXjUQw,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00316_BAtviTzNkUM.png,real,1280,853,1.501,img_00316_BAtviTzNkUM,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00316_dvh-ZsoOnoU.png,real,1067,1600,0.667,img_00316_dvh-ZsoOnoU,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00316_oj2s8fyj5D8.png,real,1201,1600,0.751,img_00316_oj2s8fyj5D8,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00316_tohovjmwnzs.png,real,1226,1600,0.766,img_00316_tohovjmwnzs,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00317_eJ0lrPwC-8Q.png,real,1063,1600,0.664,img_00317_eJ0lrPwC-8Q,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00317_eM99Pli_MEo.png,real,1280,853,1.501,img_00317_eM99Pli_MEo,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00317_z7b7MI0TzW4.png,real,1067,1600,0.667,img_00317_z7b7MI0TzW4,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00318_PaCwY0TXItA.png,real,1067,1600,0.667,img_00318_PaCwY0TXItA,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00319_qJJ0ysZUkMo.png,real,1067,1600,0.667,img_00319_qJJ0ysZUkMo,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00320_2o2k1mKc3Hg.png,real,1280,853,1.501,img_00320_2o2k1mKc3Hg,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00320_5U_Usa45epA.png,real,1280,854,1.499,img_00320_5U_Usa45epA,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00320_DG5TlRZqjvc.png,real,1067,1600,0.667,img_00320_DG5TlRZqjvc,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00320_V2ZSKDRNbR4.png,real,1280,853,1.501,img_00320_V2ZSKDRNbR4,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00321_FlQeHeTPClU.png,real,1280,853,1.501,img_00321_FlQeHeTPClU,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00322_Q_OF5IjsRRw.png,real,1067,1600,0.667,img_00322_Q_OF5IjsRRw,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00323_9_bhC6UhUxc.png,real,1067,1600,0.667,img_00323_9_bhC6UhUxc,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00323_pgiIP0V7Xg0.png,real,1270,1600,0.794,img_00323_pgiIP0V7Xg0,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00325_5E6n0SuhRVw.png,real,1280,855,1.497,img_00325_5E6n0SuhRVw,train
D:\DS107-ImageDetector\Data\cleaned\real\img_00325_DBB5jabWBo0.png,real,1280,854,1.499,img_00325_DBB5jabWBo0,train
