path,label,label_num,split,group_id,orig_width,orig_height,orig_aspect_ratio,file_size,file_size_per_pixel,mean_r,mean_g,mean_b,std_r,std_g,std_b,brightness_mean,brightness_std,saturation_mean,saturation_std,colorfulness,entropy,laplacian_var,edge_density,noise_estimate,low_freq_energy,high_freq_energy,high_low_freq_ratio
D:\DS107-ImageDetector\01-data\cleaned\real\img_00652_p4cZnGYhhS4.png,real,0,train,img_00652_p4cZnGYhhS4,1280.0,853.0,1.5005861664712778,1241794.0,1.1373406359906213,74.57548522949219,80.30158233642578,78.42555236816406,45.11115646362305,46.64771270751953,41.44559860229492,78.39673713235294,45.179854515697336,40.56096047794118,24.648215333249723,17.180713653564453,6.934032440185547,1555.8042034801233,0.13903952205882353,11.885554313659668,165665.453125,261.2945251464844,0.0015772420876989564
D:\DS107-ImageDetector\01-data\cleaned\real\img_00656_ogkm1aKeGEM.png,real,0,train,img_00656_ogkm1aKeGEM,1280.0,720.0,1.7777777777777777,1550052.0,1.6819140625,116.98274993896484,101.68891143798828,82.54248046875,50.090675354003906,44.8430290222168,38.79656219482422,104.08322482638889,45.086924348855106,75.44590928819444,33.9359677366971,30.893821716308594,7.443579196929932,3374.074273685614,0.2606065538194444,16.1586856842041,255805.921875,300.67962646484375,0.0011754208982376866
D:\DS107-ImageDetector\01-data\cleaned\real\img_00657_dO9OTtsRoRY.png,real,0,train,img_00657_dO9OTtsRoRY,1280.0,853.0,1.5005861664712778,1373947.0,1.2583776011137162,144.333251953125,135.06773376464844,119.25788116455078,85.68321990966797,74.10952758789062,77.9686279296875,136.03547794117648,74.48182072260268,99.83844209558823,74.43897845842075,55.44756317138672,7.809692859649658,2110.68909248748,0.17493106617647058,13.057191848754883,497044.3125,430.8262634277344,0.0008667763670019375
D:\DS107-ImageDetector\01-data\cleaned\real\img_00659_BHTwMBud98g.png,real,0,train,img_00659_BHTwMBud98g,1200.0,1600.0,0.75,2924349.0,1.5230984375,90.2259750366211,89.94107818603516,83.06314849853516,69.4806900024414,69.06299591064453,66.56168365478516,89.25518798828125,68.59068813417419,40.76031494140625,37.08108166763339,19.613527297973633,7.450100898742676,5323.801682465607,0.21000162760416666,18.646575927734375,246831.5625,595.7042846679688,0.002413404017842915
D:\DS107-ImageDetector\01-data\cleaned\real\img_00660_sZNnbmXQ9J8.png,real,0,train,img_00660_sZNnbmXQ9J8,1200.0,1600.0,0.75,3494929.0,1.8202755208333334,95.0030746459961,93.0047836303711,86.87764739990234,69.51604461669922,65.71956634521484,65.25387573242188,92.9029541015625,66.30378416545092,48.92718505859375,36.219846023949785,21.767799377441406,7.535661697387695,4334.706683673793,0.24055989583333334,17.173852920532227,256176.796875,521.165283203125,0.0020343969069821894
D:\DS107-ImageDetector\01-data\cleaned\real\img_00661_aOf5VeCHzUk.png,real,0,train,img_00661_aOf5VeCHzUk,1200.0,1600.0,0.75,2628952.0,1.3692458333333333,68.1717758178711,69.7081298828125,62.46006393432617,45.0513916015625,43.95606994628906,43.76646041870117,68.416259765625,43.59762511833143,51.891438802083336,33.07879562991497,19.750852584838867,7.0562896728515625,2145.9544275187786,0.14542643229166666,12.242030143737793,129313.3671875,267.522705078125,0.0020687938988566083
D:\DS107-ImageDetector\01-data\cleaned\real\img_00662_Ry1TOOENCko.png,real,0,train,img_00662_Ry1TOOENCko,1200.0,1600.0,0.75,3359830.0,1.7499114583333333,69.1956558227539,74.85677337646484,64.6675033569336,54.070011138916016,52.50212097167969,52.42259979248047,72.01100667317708,52.15022976894163,62.632303873697914,44.82397430441457,25.14141845703125,7.371525764465332,3415.207313641906,0.19405110677083334,14.791472434997559,154498.90625,352.45806884765625,0.002281298148980478
D:\DS107-ImageDetector\01-data\cleaned\real\img_00664_fWdTcboI9XI.png,real,0,train,img_00664_fWdTcboI9XI,1067.0,1600.0,0.666875,2165341.0,1.2683581302717901,174.48605346679688,168.48672485351562,142.3308563232422,82.76451110839844,66.53331756591797,67.30856323242188,167.30900735294117,68.4093691293555,71.84685202205883,59.118114624563496,63.758995056152344,7.370267868041992,2381.396435314033,0.17109375,15.693360328674316,678267.8125,483.6297607421875,0.0007130365791052194
D:\DS107-ImageDetector\01-data\cleaned\real\img_00666_qYoRYFFb_90.png,real,0,train,img_00666_qYoRYFFb_90,1280.0,960.0,1.3333333333333333,2338393.0,1.9029890950520834,105.8945541381836,101.71732330322266,99.97896575927734,73.1728744506836,71.69065856933594,69.73814392089844,102.76149495442708,71.67755900639594,39.10137939453125,39.391536557922514,15.399307250976562,7.491629600524902,6332.836847835118,0.24483235677083334,20.208127975463867,306145.1875,724.3707275390625,0.0023661019578791803
D:\DS107-ImageDetector\01-data\cleaned\real\img_00667_Z5lWbuJCCzM.png,real,0,train,img_00667_Z5lWbuJCCzM,1067.0,1600.0,0.666875,2182595.0,1.2784647375820055,47.394874572753906,58.89457702636719,51.9505500793457,37.74220275878906,37.556915283203125,40.90407180786133,54.67130055147059,36.929381309672436,83.06845128676471,65.59109297080789,24.98863983154297,6.935115337371826,1057.6558152728758,0.10822610294117647,8.874963760375977,87629.6875,153.43670654296875,0.0017509671769963945
D:\DS107-ImageDetector\01-data\cleaned\real\img_00669_PMTVneX6-MU.png,real,0,train,img_00669_PMTVneX6-MU,1067.0,1600.0,0.666875,2952334.0,1.7293427835051547,71.88092803955078,73.92626190185547,55.7896842956543,48.88762664794922,48.107398986816406,49.814273834228516,71.24154411764705,47.948677393565,84.32941176470588,59.82216513913042,24.919809341430664,7.180202484130859,5862.354807183289,0.22127757352941177,19.445877075195312,138951.859375,569.7935180664062,0.004100654144746778
D:\DS107-ImageDetector\01-data\cleaned\real\img_00670_JflhZ8Gre3I.png,real,0,train,img_00670_JflhZ8Gre3I,1200.0,1600.0,0.75,3449259.0,1.7964890625,71.7336654663086,78.64847564697266,69.34415435791016,63.803218841552734,61.719757080078125,59.305213928222656,75.52659098307292,61.70802373261295,62.23138427734375,43.96724787421433,17.836410522460938,7.252734184265137,3080.774061619822,0.17508951822916666,14.408470153808594,188020.875,343.9677429199219,0.0018294125209230281
D:\DS107-ImageDetector\01-data\cleaned\real\img_00671_nfmYphDAkOU.png,real,0,train,img_00671_nfmYphDAkOU,1280.0,853.0,1.5005861664712778,1740015.0,1.593653832063306,91.09490203857422,96.19931030273438,98.72483825683594,78.33941650390625,73.95770263671875,76.53984069824219,94.93926930147059,74.82766635927452,66.12433363970588,48.05811629751165,27.502723693847656,7.073175430297852,2743.8839013650754,0.17394301470588236,14.403472900390625,298865.5,362.5833435058594,0.0012131990594626922
D:\DS107-ImageDetector\01-data\cleaned\real\img_00672_hsfc9EJnG0A.png,real,0,train,img_00672_hsfc9EJnG0A,1067.0,1600.0,0.666875,2442441.0,1.4306706888472351,118.64535522460938,126.19611358642578,135.43653869628906,74.42277526855469,75.44214630126953,78.92849731445312,124.97217371323529,75.13731628364204,38.925873161764706,36.68863325825741,27.324371337890625,7.837275505065918,5645.48166930466,0.21068474264705883,20.961044311523438,428178.75,746.4242553710938,0.0017432538522079303
D:\DS107-ImageDetector\01-data\cleaned\real\img_00673_XSYcSd3nr8M.png,real,0,train,img_00673_XSYcSd3nr8M,1280.0,720.0,1.7777777777777777,1778664.0,1.9299739583333333,115.96839904785156,114.54307556152344,99.95258331298828,73.36862182617188,74.41700744628906,77.00117492675781,113.31920030381944,73.59627099841839,73.03160264756944,50.77358600898604,32.51767349243164,7.318470001220703,3856.1276666139374,0.2003851996527778,15.889511108398438,363063.4375,424.9008483886719,0.0011703212290239502
D:\DS107-ImageDetector\01-data\cleaned\real\img_00674_sn_L4ll02Oc.png,real,0,train,img_00674_sn_L4ll02Oc,1280.0,853.0,1.5005861664712778,2101744.0,1.9249560375146542,106.50990295410156,104.11376190185547,104.89997863769531,57.0474853515625,55.79109573364258,58.240081787109375,104.91964613970588,54.94682590040297,55.09375,48.18568402296505,33.17558288574219,7.653533458709717,4294.235774136448,0.25581341911764705,17.412315368652344,281384.3125,527.5281372070312,0.0018747602967632124
D:\DS107-ImageDetector\01-data\cleaned\real\img_00675_q-kswbDJTa0.png,real,0,train,img_00675_q-kswbDJTa0,1280.0,850.0,1.5058823529411764,1579597.0,1.4518354779411764,145.61456298828125,120.98880767822266,65.81626892089844,49.25880432128906,47.733642578125,50.92611312866211,122.06190257352941,46.901114106899946,146.99446231617648,55.38220633991305,57.251365661621094,6.921958923339844,1315.1398153464768,0.14967830882352942,9.820788383483887,357781.65625,161.461669921875,0.000451285489631277
D:\DS107-ImageDetector\01-data\cleaned\real\img_00681_kgr3NZXAhVU.png,real,0,train,img_00681_kgr3NZXAhVU,1067.0,1600.0,0.666875,2237629.0,1.3107011480787254,107.59547424316406,100.6808853149414,101.0871353149414,53.46997833251953,54.869781494140625,59.03995895385742,102.79285386029412,53.39481430192542,48.98566176470588,61.23591431915788,34.63710021972656,7.569596290588379,1930.421780046509,0.17759650735294116,12.80821704864502,275728.90625,290.26043701171875,0.0010527022391643357
D:\DS107-ImageDetector\01-data\cleaned\real\img_00682_8JSHNIjrB5E.png,real,0,train,img_00682_8JSHNIjrB5E,1067.0,1600.0,0.666875,994543.0,0.5825579896907217,104.51226806640625,104.51226806640625,104.51226806640625,98.36775970458984,98.36775970458984,98.36775970458984,104.51227022058823,98.37424548533694,0.0,0.0,0.0,6.007809162139893,2136.0681454689525,0.12738970588235293,13.24931812286377,426028.0,358.055908203125,0.0008404515858185767
D:\DS107-ImageDetector\01-data\cleaned\real\img_00686_GiEdgovUmCY.png,real,0,train,img_00686_GiEdgovUmCY,1280.0,853.0,1.5005861664712778,1572497.0,1.4402265899765534,146.94296264648438,150.3633270263672,137.70457458496094,82.19001007080078,63.76751708984375,66.23282623291016,147.90464154411765,69.1542480575991,68.15029871323529,67.04999607543552,25.740341186523438,6.992029190063477,1565.3077939735072,0.1372702205882353,10.647226333618164,558576.625,226.5298614501953,0.0004055484087795318
D:\DS107-ImageDetector\01-data\cleaned\real\img_00687_gUlFVLWG-uM.png,real,0,train,img_00687_gUlFVLWG-uM,1055.0,1600.0,0.659375,1478510.0,0.8758945497630332,89.19908142089844,96.06361389160156,91.93973541259766,59.32307815551758,59.44739532470703,63.7704963684082,93.56163969494048,59.91983006482421,33.408272879464285,25.625916494439785,4.737678050994873,7.560966491699219,1591.6696451732091,0.17180524553571427,11.826140403747559,246224.59375,313.99871826171875,0.001275253269705947
D:\DS107-ImageDetector\01-data\cleaned\real\img_00690_4yj0ak7ETlc.png,real,0,train,img_00690_4yj0ak7ETlc,1200.0,1600.0,0.75,3217673.0,1.6758713541666668,81.20162200927734,81.47515869140625,72.03958892822266,62.55086898803711,58.86735916137695,55.89542007446289,80.31667073567708,58.77394029967357,57.372151692708336,40.89519338087645,27.719120025634766,7.236893653869629,2606.414001315419,0.15431722005208334,13.308481216430664,196276.078125,339.7391052246094,0.0017309246672853656
D:\DS107-ImageDetector\01-data\cleaned\real\img_00692_9yB6gLmT_v0.png,real,0,train,img_00692_9yB6gLmT_v0,1280.0,1013.0,1.263573543928924,1144160.0,0.8824037512339585,90.2468490600586,115.85993957519531,125.99681091308594,48.9172477722168,54.208641052246094,59.514530181884766,109.34204826732673,52.60575963694796,75.24182008044555,37.543974587734915,34.630950927734375,7.467479705810547,242.4072287968708,0.03583307549504951,4.6939263343811035,307472.8125,50.78086853027344,0.0001651556380461176
D:\DS107-ImageDetector\01-data\cleaned\real\img_00696_p6-R4VgCLpo.png,real,0,train,img_00696_p6-R4VgCLpo,1280.0,853.0,1.5005861664712778,782049.0,0.7162670354630715,96.64912414550781,107.39864349365234,119.52130126953125,61.30939483642578,60.65675354003906,76.55327606201172,105.55482536764706,61.55582211965105,67.49322150735294,45.947179352481434,39.815208435058594,7.576604843139648,166.00204280602478,0.027159926470588236,3.695582389831543,315602.96875,37.30559539794922,0.00011820419670227844
D:\DS107-ImageDetector\01-data\cleaned\real\img_00697_Paw_M5uHuyo.png,real,0,train,img_00697_Paw_M5uHuyo,1073.0,1600.0,0.670625,2286048.0,1.3315750232991612,70.67667388916016,74.84002685546875,62.525333404541016,54.152374267578125,56.75284957885742,49.36251449584961,72.19348501461988,53.46992710379162,96.39889437134502,58.49660314229316,34.7158203125,7.1435089111328125,1306.3656379065944,0.1125045687134503,9.797419548034668,167541.921875,184.4612579345703,0.0011009856868669711
D:\DS107-ImageDetector\01-data\cleaned\real\img_00698_hDFl8EuRkFU.png,real,0,train,img_00698_hDFl8EuRkFU,1200.0,1600.0,0.75,2805815.0,1.4613619791666668,121.05789947509766,127.9494857788086,123.5166015625,52.31245422363281,51.70761489868164,59.299766540527344,125.36708577473958,51.64134235652907,53.247273763020836,44.947693811010026,30.351518630981445,7.132558345794678,3708.58243922227,0.17964680989583334,16.20462417602539,368319.75,477.763671875,0.0012971437775872378
D:\DS107-ImageDetector\01-data\cleaned\real\img_00701_w2QsIvb8e3k.png,real,0,train,img_00701_w2QsIvb8e3k,1280.0,853.0,1.5005861664712778,1290248.0,1.1817189331770224,48.42267990112305,44.9967155456543,46.91716384887695,53.23429489135742,50.58570861816406,47.74965286254883,46.24524356617647,50.84090839871456,67.35130974264706,43.296103929477006,13.554170608520508,6.7628583908081055,2071.349653366247,0.13136488970588237,12.275341033935547,92150.7265625,262.3357849121094,0.002846811899352255
D:\DS107-ImageDetector\01-data\cleaned\real\img_00702_8hsbQ8e2bck.png,real,0,train,img_00702_8hsbQ8e2bck,1280.0,853.0,1.5005861664712778,1587468.0,1.453938305978898,106.48612213134766,101.16199493408203,96.24372863769531,58.11033630371094,55.681880950927734,55.74650573730469,102.21082261029412,55.90031640875611,30.64193474264706,40.4042581082592,24.71090316772461,7.371522903442383,3424.799117881485,0.20955882352941177,16.145519256591797,274704.375,430.4224853515625,0.0015668570453293538
D:\DS107-ImageDetector\01-data\cleaned\real\img_00703_hfngVrxTQRI.png,real,0,train,img_00703_hfngVrxTQRI,1091.0,1600.0,0.681875,1958853.0,1.1221660174152155,93.95999145507812,75.28448486328125,49.192440032958984,79.7782211303711,55.95610809326172,29.71574592590332,77.89388020833333,59.88292152903654,131.11090158045977,34.50137433303472,53.24381637573242,6.441903591156006,312.93618088585015,0.06844917385057471,5.203737735748291,211939.3125,82.72002410888672,0.00039030052109319176
D:\DS107-ImageDetector\01-data\cleaned\real\img_00704_zaq-37_HREk.png,real,0,train,img_00704_zaq-37_HREk,1029.0,1600.0,0.643125,2297159.0,1.3952617832847425,96.60317993164062,133.62954711914062,130.57891845703125,63.288028717041016,66.30028533935547,75.49502563476562,122.20695979420732,65.11136294653078,110.1769959984756,60.281885898670794,41.74150848388672,7.840475559234619,973.6225462799481,0.12600038109756098,8.550392150878906,406896.8125,203.50343322753906,0.0005001352357055735
D:\DS107-ImageDetector\01-data\cleaned\real\img_00706_uLgqr4Vuzbo.png,real,0,train,img_00706_uLgqr4Vuzbo,1128.0,1600.0,0.705,1431282.0,0.7930418882978724,41.06011199951172,52.919185638427734,35.90342712402344,38.63375473022461,45.552955627441406,38.826194763183594,47.418619791666664,42.53224339199775,121.54900173611111,52.45172825319033,17.76246452331543,6.566730499267578,116.77625513712563,0.019574652777777778,3.1302406787872314,86112.0546875,41.84427261352539,0.00048592816377884704
D:\DS107-ImageDetector\01-data\cleaned\real\img_00707_bHepSI0p3mI.png,real,0,train,img_00707_bHepSI0p3mI,1280.0,1166.0,1.097770154373928,1764765.0,1.1824379556174958,42.8344612121582,41.38071823120117,44.29603576660156,52.40114212036133,48.013729095458984,46.678035736083984,42.13261131974249,47.99018535455438,100.24019246244636,53.25910329953836,28.56948471069336,6.672811508178711,2058.2819221700493,0.1284703594420601,12.76819133758545,78142.5703125,310.515869140625,0.003973709437746943
D:\DS107-ImageDetector\01-data\cleaned\real\img_00709_SbRsSsvuUQc.png,real,0,train,img_00709_SbRsSsvuUQc,1280.0,842.0,1.520190023752969,574372.0,0.5329312648456057,18.683826446533203,20.546573638916016,17.322893142700195,40.26762390136719,40.4604377746582,32.282039642333984,19.601888020833332,38.58513963338268,109.23065476190476,105.64988280987788,23.151470184326172,4.574991703033447,596.8110521358698,0.04973493303571429,7.393147945404053,35537.36328125,107.78260040283203,0.0030329374621799613
D:\DS107-ImageDetector\01-data\cleaned\real\img_00712_N0u30GjcHL4.png,real,0,train,img_00712_N0u30GjcHL4,1067.0,1600.0,0.666875,2636248.0,1.5441940018744142,116.37791442871094,117.72136688232422,108.27070617675781,80.2453384399414,75.9561767578125,78.38778686523438,116.22302389705882,77.41542457771075,42.77525275735294,33.894699593770156,13.28118896484375,7.6962385177612305,3846.0306952511482,0.18568474264705884,15.420536994934082,402617.84375,360.91900634765625,0.0008964307269296166
D:\DS107-ImageDetector\01-data\cleaned\real\img_00717_MpxTfLHlI-M.png,real,0,train,img_00717_MpxTfLHlI-M,1067.0,1600.0,0.666875,2397180.0,1.4041588566073102,81.72129821777344,82.45344543457031,78.91104888916016,59.32756042480469,62.532474517822266,63.7806510925293,81.82915900735294,61.536969324838495,41.02357536764706,32.075925914089495,12.147110939025879,7.345459938049316,2815.588275091574,0.14765625,14.363465309143066,212010.15625,337.9604187011719,0.0015940765512319928
D:\DS107-ImageDetector\01-data\cleaned\real\img_00719_F3F2eO_e7Qg.png,real,0,train,img_00719_F3F2eO_e7Qg,1067.0,1600.0,0.666875,1215588.0,0.7120360824742268,113.83577728271484,111.34988403320312,103.8984146118164,68.73419952392578,63.263729095458984,66.27973175048828,111.20356158088235,65.15461983924105,38.201930147058825,26.261151971918128,13.552469253540039,6.937175750732422,594.3741202906835,0.08076746323529412,7.537001609802246,347497.46875,159.60353088378906,0.00045929408193360965
D:\DS107-ImageDetector\01-data\cleaned\real\img_00720_D4FvokOmQL8.png,real,0,train,img_00720_D4FvokOmQL8,1067.0,1600.0,0.666875,1344759.0,0.7876985707591377,102.62495422363281,104.11459350585938,94.07571411132812,65.32194519042969,61.91584014892578,61.767642974853516,102.47449448529412,62.77564101610931,42.80487132352941,25.189760046429136,15.47476577758789,6.7001848220825195,722.6809781501532,0.07743566176470588,8.188688278198242,301000.6875,174.9605255126953,0.0005812628767257865
D:\DS107-ImageDetector\01-data\cleaned\real\img_00723__BMszxTLuB4.png,real,0,train,img_00723__BMszxTLuB4,1280.0,752.0,1.702127659574468,1579141.0,1.6405637051196809,148.73033142089844,139.54054260253906,131.4218292236328,82.25714111328125,68.98578643798828,76.16509246826172,141.37080729166667,72.29387960259233,62.26341145833333,54.91041629352867,41.10563278198242,7.539422512054443,4323.632388777669,0.19169270833333332,18.102874755859375,546307.5,548.4230346679688,0.0010038724247204344
D:\DS107-ImageDetector\01-data\cleaned\real\img_00724_JeQ_ncDl6j8.png,real,0,train,img_00724_JeQ_ncDl6j8,1280.0,886.0,1.4446952595936795,1309549.0,1.1547236526523703,52.380958557128906,73.86460876464844,71.51880645751953,55.41123962402344,52.67094039916992,52.334556579589844,67.16726253531074,51.141565155521285,149.7799699858757,87.74186687444082,39.05158233642578,7.256346702575684,926.0145777874899,0.12175582627118645,9.092419624328613,142411.3125,205.3974609375,0.0014422833223834348
D:\DS107-ImageDetector\01-data\cleaned\real\img_00725_BDDKrQBJgb4.png,real,0,train,img_00725_BDDKrQBJgb4,1067.0,1600.0,0.666875,1678903.0,0.9834249062792877,74.9156494140625,70.417236328125,58.35036849975586,55.742828369140625,45.314144134521484,38.957706451416016,70.38970588235294,47.29868003445477,56.915050551470586,52.53837160012352,27.362756729125977,7.214421272277832,711.2155517108217,0.0646139705882353,7.241323947906494,149333.390625,105.436279296875,0.0007060462422743435
D:\DS107-ImageDetector\01-data\cleaned\real\img_00726_fHWp5dnnt_0.png,real,0,train,img_00726_fHWp5dnnt_0,1280.0,961.0,1.331945889698231,1492159.0,1.2130585002601457,78.9399642944336,69.8639907836914,71.46053314208984,70.54592895507812,71.47990417480469,77.37681579589844,72.76344807942708,70.21475332643973,98.62369791666667,60.64320561263606,41.29566955566406,7.253345012664795,2992.5640723005768,0.167724609375,15.653690338134766,198166.359375,518.8160400390625,0.0026180833198699233
D:\DS107-ImageDetector\01-data\cleaned\real\img_00727_iMq37paf_9U.png,real,0,train,img_00727_iMq37paf_9U,1280.0,853.0,1.5005861664712778,1733355.0,1.5875540372215708,81.37350463867188,98.57283782958984,68.23442077636719,75.34679412841797,61.22344207763672,51.23237991333008,89.974609375,62.275199568008446,144.04914981617648,61.76509212682578,51.85078048706055,7.7088212966918945,2471.963464882927,0.21989889705882354,15.160240173339844,239895.75,459.8290710449219,0.0019167870670693528
D:\DS107-ImageDetector\01-data\cleaned\real\img_00728_CH0CWcw8dyo.png,real,0,train,img_00728_CH0CWcw8dyo,1280.0,853.0,1.5005861664712778,1359740.0,1.2453656213364594,47.629180908203125,35.88724899291992,30.100505828857422,57.31468963623047,45.1503791809082,35.80757522583008,38.74193474264706,46.39130309127747,109.61229319852941,53.057102637041574,41.08661651611328,6.563136100769043,1829.626315613849,0.12130055147058824,11.673012733459473,70165.7578125,238.8400115966797,0.003403939742728702
D:\DS107-ImageDetector\01-data\cleaned\real\img_00729_r5ACOiExkdk.png,real,0,train,img_00729_r5ACOiExkdk,1067.0,1600.0,0.666875,2091636.0,1.2251850984067478,51.76236343383789,66.06806182861328,42.93531799316406,38.6308708190918,38.88264083862305,35.352752685546875,59.15859375,37.36506341264904,109.09425551470588,61.494059703076964,29.727962493896484,6.928324222564697,826.7550865706606,0.15395220588235295,9.048382759094238,97306.3125,213.5737762451172,0.002194860443869921
D:\DS107-ImageDetector\01-data\cleaned\real\img_00730_2O8Al5axbRA.png,real,0,train,img_00730_2O8Al5axbRA,1280.0,856.0,1.4953271028037383,1812515.0,1.654237551109813,91.96086883544922,79.86408233642578,61.46491241455078,61.732666015625,62.32948303222656,66.93318176269531,81.38617050438596,59.92807404349236,141.74017726608187,71.82255631473035,50.05039978027344,7.442414283752441,2295.265462610603,0.19364491959064328,13.553450584411621,207820.796875,370.460693359375,0.0017825968282769206
D:\DS107-ImageDetector\01-data\cleaned\real\img_00733_qLl36oC0bio.png,real,0,train,img_00733_qLl36oC0bio,1280.0,884.0,1.4479638009049773,751253.0,0.6639325862556561,29.2236328125,25.872758865356445,37.700218200683594,39.161766052246094,27.815784454345703,30.81681251525879,28.158757990056817,30.373825546388918,146.13840553977272,46.515270458312614,23.668487548828125,4.872035980224609,376.2710514457758,0.05126953125,5.574843406677246,33253.5546875,71.44889068603516,0.0021486091143474444
D:\DS107-ImageDetector\01-data\cleaned\real\img_00737_7oAFzGyemco.png,real,0,train,img_00737_7oAFzGyemco,1280.0,960.0,1.3333333333333333,1655521.0,1.3472664388020834,162.5668182373047,176.1159210205078,175.3084716796875,73.86621856689453,60.00185012817383,61.99612808227539,171.96573893229166,64.07407642869039,35.984293619791664,38.72144231697079,23.519920349121094,7.008889675140381,1567.5740721474092,0.08719889322916667,9.85151481628418,693916.75,149.045166015625,0.0002147882523597
D:\DS107-ImageDetector\01-data\cleaned\real\img_00738_40uCrhvBdZg.png,real,0,train,img_00738_40uCrhvBdZg,1280.0,853.0,1.5005861664712778,1014089.0,0.9287890167057444,14.364062309265137,25.16684341430664,33.71406173706055,23.21428680419922,26.584848403930664,30.141490936279297,22.87077205882353,24.232097708006954,134.88359375,62.25884399398461,30.440216064453125,5.464366436004639,940.2686573258238,0.05654871323529412,8.356257438659668,20138.759765625,111.23797607421875,0.005523576296095276
D:\DS107-ImageDetector\01-data\cleaned\real\img_00739_pvdTyrABGgw.png,real,0,train,img_00739_pvdTyrABGgw,1067.0,1600.0,0.666875,1753833.0,1.027315487347704,67.15654754638672,62.255653381347656,49.23556900024414,79.25785827636719,76.34274291992188,75.1099624633789,62.21532628676471,76.62725700443708,106.62727481617647,96.08592812794912,26.252613067626953,6.434119701385498,2624.4610324270916,0.098828125,13.802605628967285,194831.328125,385.9585266113281,0.0019809880183318607
D:\DS107-ImageDetector\01-data\cleaned\real\img_00741_CR97zUXA2ZU.png,real,0,train,img_00741_CR97zUXA2ZU,1280.0,869.0,1.472957422324511,1555416.0,1.3983529919447641,56.68580627441406,46.05231475830078,45.97080612182617,56.49315643310547,46.993751525878906,43.64155197143555,49.21272127890173,47.23388696170948,81.51589595375722,60.4391445313616,41.76728820800781,6.967575550079346,2768.650654196377,0.155617774566474,14.326895713806152,91331.859375,348.4407653808594,0.003815106445497363
D:\DS107-ImageDetector\01-data\cleaned\real\img_00742_3UhKMFaWQ0g.png,real,0,train,img_00742_3UhKMFaWQ0g,1280.0,1360.0,0.9411764705882353,1686163.0,0.9686138556985294,38.271240234375,34.56075668334961,37.167625427246094,42.79019546508789,38.09325408935547,37.20152282714844,35.954036458333334,37.61814466352313,76.90576171875,55.29850758167828,31.191736221313477,6.42486047744751,1209.6195928351085,0.08790690104166667,10.277663230895996,50715.4609375,241.00857543945312,0.004752171645179689
D:\DS107-ImageDetector\01-data\cleaned\real\img_00746_g2mZCbvU-yM.png,real,0,train,img_00746_g2mZCbvU-yM,1280.0,1600.0,0.8,3151117.0,1.53863134765625,92.01133728027344,85.55807495117188,58.398590087890625,42.688262939453125,38.56593704223633,30.58466339111328,84.37909773284314,38.168950835553424,90.5306946997549,42.34481353947907,32.31834411621094,7.015182018280029,1451.868327896488,0.18236825980392157,10.570269584655762,177525.828125,230.8794708251953,0.0013005401707666716
D:\DS107-ImageDetector\01-data\cleaned\real\img_00752_DI0JLZHOeQY.png,real,0,train,img_00752_DI0JLZHOeQY,1067.0,1600.0,0.666875,2608660.0,1.5280342080599814,99.14714813232422,99.75865936279297,108.61686706542969,59.950870513916016,56.249114990234375,66.11502838134766,100.58269761029412,57.083621978967,67.34165900735294,46.568811966626214,33.13935089111328,7.670858383178711,1995.412927085586,0.2329733455882353,13.023426055908203,271582.125,396.3518981933594,0.0014594182080037291
D:\DS107-ImageDetector\01-data\cleaned\real\img_00754_JZjamq2g5-g.png,real,0,train,img_00754_JZjamq2g5-g,1067.0,1600.0,0.666875,2407107.0,1.409973641049672,115.89400482177734,123.05353546142578,112.14680480957031,85.29447174072266,84.17137908935547,86.9129867553711,119.67488511029411,84.19200812057323,55.69117647058823,45.19244933937955,26.522581100463867,7.190563201904297,1696.629320422638,0.15018382352941176,11.795089721679688,445774.53125,274.6062927246094,0.0006160205966782747
D:\DS107-ImageDetector\01-data\cleaned\real\img_00756_BKs-Hqqc1tc.png,real,0,train,img_00756_BKs-Hqqc1tc,1064.0,1600.0,0.665,2592096.0,1.5226127819548871,90.78483581542969,86.36516571044922,62.262638092041016,78.08674621582031,70.88731384277344,52.33858108520508,84.93993566176471,69.22055559519603,85.17823988970588,77.21686723922596,58.44542694091797,7.263553619384766,2241.9962451002916,0.15521599264705882,13.26508617401123,241993.484375,414.05499267578125,0.0017110171116596375
D:\DS107-ImageDetector\01-data\cleaned\real\img_00757_D7yuvcROuyE.png,real,0,train,img_00757_D7yuvcROuyE,1280.0,853.0,1.5005861664712778,1388426.0,1.271638701641266,54.27166748046875,45.71082305908203,44.52888488769531,48.08335876464844,44.3765869140625,42.43317413330078,48.147679227941175,44.92141316657791,60.47396599264706,44.02785520131,18.210542678833008,6.8505754470825195,1670.9073599734193,0.11659007352941177,10.744281768798828,86838.5234375,167.73934936523438,0.0019316236933247897
D:\DS107-ImageDetector\01-data\cleaned\real\img_00758_OGJ115s9xJs.png,real,0,train,img_00758_OGJ115s9xJs,1238.0,1600.0,0.77375,1898016.0,0.9582067851373183,159.26382446289062,147.6787567138672,138.36138916015625,90.5386962890625,93.55225372314453,93.76437377929688,150.02142518939394,92.24368886969744,55.88796164772727,56.59123292440121,28.99062728881836,7.056084632873535,1225.9524468315972,0.09061316287878787,9.614876747131348,677578.4375,216.42425537109375,0.00031940841590179816
